year,team0,team1,seed,wins,losses,winp,cwins,closses,cwinp,pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,result
2007,Niagara,Kansas,15,-6,5,-0.15600000000000003,-1,3,-0.15300000000000002,-157.0,-2.3799999999999955,-144.0,-19.0,-0.067,61.0,221.0,-0.031000000000000028,70.0,30.0,0.06499999999999995,23.0,1.0679999999999996,-165.0,-4.203000000000003,-143.0,-3.1640000000000015,-122.0,-3.189,-96.0,-2.639000000000001,-175.0,-5.1,-37.0,-0.6999999999999993,-61.0,-1.2829999999999977,1
2007,Kentucky,Villanova,-1,-1,1,-0.03199999999999992,0,0,0.0,19.0,0.5930000000000035,89.0,-6.0,0.05199999999999999,-25.0,-78.0,0.0040000000000000036,-134.0,-105.0,-0.08100000000000007,-80.0,-2.5,73.0,2.2810000000000024,-7.0,-0.2190000000000012,97.0,3.0310000000000006,-71.0,-2.2190000000000003,49.0,1.5310000000000001,22.0,0.6870000000000012,-112.0,-3.5000000000000018,0
2007,Villanova,Kentucky,1,1,-1,0.03199999999999992,0,0,0.0,-19.0,-0.5930000000000035,-89.0,6.0,-0.05199999999999999,25.0,78.0,-0.0040000000000000036,134.0,105.0,0.08100000000000007,80.0,2.5,-73.0,-2.2810000000000024,7.0,0.2190000000000012,-97.0,-3.0310000000000006,71.0,2.2190000000000003,-49.0,-1.5310000000000001,-22.0,-0.6870000000000012,112.0,3.5000000000000018,1
2007,Virginia Tech,Illinois,-7,-2,0,-0.020000000000000018,1,-1,0.06299999999999994,133.0,8.188000000000002,81.0,21.0,0.03999999999999998,-80.0,-252.0,0.018000000000000016,51.0,38.0,0.038000000000000034,-112.0,-2.6910000000000007,-80.0,-1.0849999999999973,-192.0,-3.776,-41.0,-0.4060000000000006,69.0,2.5279999999999996,55.0,1.8989999999999996,-112.0,-2.6630000000000003,3.0,1.161999999999999,0
2007,Illinois,Virginia Tech,7,2,0,0.020000000000000018,-1,1,-0.06299999999999994,-133.0,-8.188000000000002,-81.0,-21.0,-0.03999999999999998,80.0,252.0,-0.018000000000000016,-51.0,-38.0,-0.038000000000000034,112.0,2.6910000000000007,80.0,1.0849999999999973,192.0,3.776,41.0,0.4060000000000006,-69.0,-2.5279999999999996,-55.0,-1.8989999999999996,112.0,2.6630000000000003,-3.0,-1.161999999999999,1
2007,Southern Illinois,Holy Cross,-9,2,-2,0.05999999999999994,2,2,-0.09600000000000009,-20.0,-0.6060000000000016,-15.0,-83.0,0.014000000000000012,14.0,21.0,0.01200000000000001,-4.0,33.0,-0.041000000000000036,-53.0,-1.6060000000000016,-3.0,-0.09100000000000108,-56.0,-1.6970000000000027,-67.0,-2.030000000000001,-98.0,-2.9690000000000003,-13.0,-0.3939999999999997,-37.0,-1.1210000000000004,86.0,2.6060000000000016,0
2007,Holy Cross,Southern Illinois,9,-2,2,-0.05999999999999994,-2,-2,0.09600000000000009,20.0,0.6060000000000016,15.0,83.0,-0.014000000000000012,-14.0,-21.0,-0.01200000000000001,4.0,-33.0,0.041000000000000036,53.0,1.6060000000000016,3.0,0.09100000000000108,56.0,1.6970000000000027,67.0,2.030000000000001,98.0,2.9690000000000003,13.0,0.3939999999999997,37.0,1.1210000000000004,-86.0,-2.6060000000000016,1
2007,VCU,Duke,5,7,-6,0.19199999999999995,8,-6,0.389,222.0,4.599999999999994,51.0,143.0,-0.008999999999999952,33.0,61.0,0.017000000000000015,87.0,90.0,0.03300000000000003,14.0,0.09999999999999964,-74.0,-2.936,-61.0,-2.8649999999999984,26.0,0.3879999999999999,10.0,0.08000000000000007,-49.0,-1.6280000000000001,-111.0,-3.8209999999999997,37.0,0.5920000000000023,0
2007,Duke,VCU,-5,-7,6,-0.19199999999999995,-8,6,-0.389,-222.0,-4.599999999999994,-51.0,-143.0,0.008999999999999952,-33.0,-61.0,-0.017000000000000015,-87.0,-90.0,-0.03300000000000003,-14.0,-0.09999999999999964,74.0,2.936,61.0,2.8649999999999984,-26.0,-0.3879999999999999,-10.0,-0.08000000000000007,49.0,1.6280000000000001,111.0,3.8209999999999997,-37.0,-0.5920000000000023,1
2007,Pittsburgh,Wright State,-11,4,-2,0.07500000000000007,-1,1,-0.062000000000000055,352.0,6.5530000000000115,137.0,187.0,0.02899999999999997,31.0,51.0,0.02400000000000002,47.0,128.0,-0.06999999999999995,79.0,1.7910000000000004,85.0,1.2570000000000014,166.0,3.1090000000000018,203.0,5.252999999999998,-6.0,-0.5200000000000005,69.0,1.9400000000000002,-2.0,-0.7759999999999998,1.0,-0.9980000000000011,0
2007,Wright State,Pittsburgh,11,-4,2,-0.07500000000000007,1,-1,0.062000000000000055,-352.0,-6.5530000000000115,-137.0,-187.0,-0.02899999999999997,-31.0,-51.0,-0.02400000000000002,-47.0,-128.0,0.06999999999999995,-79.0,-1.7910000000000004,-85.0,-1.2570000000000014,-166.0,-3.1090000000000018,-203.0,-5.252999999999998,6.0,0.5200000000000005,-69.0,-1.9400000000000002,2.0,0.7759999999999998,-1.0,0.9980000000000011,1
2007,Indiana,Gonzaga,-3,-3,0,-0.029999999999999916,-1,3,-0.16100000000000003,-484.0,-8.22099999999999,-171.0,-231.0,-0.034999999999999976,15.0,56.0,-0.01100000000000001,-157.0,-180.0,-0.039000000000000035,-10.0,0.6420000000000012,-218.0,-4.709,-230.0,-4.130999999999997,-77.0,-1.1179999999999986,-7.0,0.391,16.0,0.8909999999999996,-86.0,-1.4969999999999999,-13.0,1.4969999999999999,0
2007,Gonzaga,Indiana,3,3,0,0.029999999999999916,1,-3,0.16100000000000003,484.0,8.22099999999999,171.0,231.0,0.034999999999999976,-15.0,-56.0,0.01100000000000001,157.0,180.0,0.039000000000000035,10.0,-0.6420000000000012,218.0,4.709,230.0,4.130999999999997,77.0,1.1179999999999986,7.0,-0.391,-16.0,-0.8909999999999996,86.0,1.4969999999999999,13.0,-1.4969999999999999,1
2007,UCLA,Weber State,-13,7,-7,0.22599999999999998,4,-2,0.14500000000000002,23.0,0.7419999999999902,78.0,191.0,-0.010000000000000009,36.0,125.0,-0.02400000000000002,-169.0,-232.0,-0.02400000000000002,32.0,1.0330000000000013,-48.0,-1.5479999999999983,-17.0,-0.549000000000003,31.0,1.0,29.0,0.9360000000000008,26.0,0.839,-129.0,-4.161,-99.0,-3.192999999999998,0
2007,Weber State,UCLA,13,-7,7,-0.22599999999999998,-4,2,-0.14500000000000002,-23.0,-0.7419999999999902,-78.0,-191.0,0.010000000000000009,-36.0,-125.0,0.02400000000000002,169.0,232.0,0.02400000000000002,-32.0,-1.0330000000000013,48.0,1.5479999999999983,17.0,0.549000000000003,-31.0,-1.0,-29.0,-0.9360000000000008,-26.0,-0.839,129.0,4.161,99.0,3.192999999999998,1
2007,Kansas,Kentucky,-7,8,-6,0.19699999999999995,5,-5,0.31299999999999994,314.0,4.909999999999997,142.0,250.0,0.01100000000000001,-13.0,-73.0,0.025000000000000022,43.0,96.0,-0.03299999999999992,113.0,2.7650000000000006,120.0,2.1050000000000004,232.0,4.838000000000001,62.0,0.8900000000000006,112.0,2.9430000000000005,73.0,1.8639999999999999,15.0,-0.3990000000000009,127.0,2.802999999999999,0
2007,Kentucky,Kansas,7,-8,6,-0.19699999999999995,-5,5,-0.31299999999999994,-314.0,-4.909999999999997,-142.0,-250.0,-0.01100000000000001,13.0,73.0,-0.025000000000000022,-43.0,-96.0,0.03299999999999992,-113.0,-2.7650000000000006,-120.0,-2.1050000000000004,-232.0,-4.838000000000001,-62.0,-0.8900000000000006,-112.0,-2.9430000000000005,-73.0,-1.8639999999999999,-15.0,0.3990000000000009,-127.0,-2.802999999999999,1
2007,Southern Illinois,Virginia Tech,-1,6,-5,0.16199999999999992,5,-3,0.20799999999999996,-226.0,-9.052,-143.0,-236.0,-0.019999999999999962,49.0,132.0,0.0010000000000000009,11.0,-14.0,0.029999999999999916,-39.0,-1.4920000000000009,-40.0,-1.865000000000002,-79.0,-3.357000000000003,-49.0,-1.8970000000000002,-54.0,-1.8929999999999998,-43.0,-1.4479999999999995,110.0,3.008000000000001,100.0,2.4770000000000003,0
2007,Virginia Tech,Southern Illinois,1,-6,5,-0.16199999999999992,-5,3,-0.20799999999999996,226.0,9.052,143.0,236.0,0.019999999999999962,-49.0,-132.0,-0.0010000000000000009,-11.0,14.0,-0.029999999999999916,39.0,1.4920000000000009,40.0,1.865000000000002,79.0,3.357000000000003,49.0,1.8970000000000002,54.0,1.8929999999999998,43.0,1.4479999999999995,-110.0,-3.008000000000001,-100.0,-2.4770000000000003,1
2007,Pittsburgh,VCU,-8,-1,2,-0.05399999999999994,-4,2,-0.139,-49.0,-3.640999999999991,34.0,29.0,0.010999999999999954,-22.0,-20.0,-0.025000000000000022,-95.0,-76.0,-0.05899999999999994,13.0,0.0649999999999995,103.0,2.4430000000000014,118.0,2.5680000000000014,145.0,3.8649999999999984,-65.0,-2.1310000000000002,16.0,0.3799999999999999,16.0,0.13900000000000112,-35.0,-1.559000000000001,0
2007,VCU,Pittsburgh,8,1,-2,0.05399999999999994,4,-2,0.139,49.0,3.640999999999991,-34.0,-29.0,-0.010999999999999954,22.0,20.0,0.025000000000000022,95.0,76.0,0.05899999999999994,-13.0,-0.0649999999999995,-103.0,-2.4430000000000014,-118.0,-2.5680000000000014,-145.0,-3.8649999999999984,65.0,2.1310000000000002,-16.0,-0.3799999999999999,-16.0,-0.13900000000000112,35.0,1.559000000000001,1
2007,UCLA,Indiana,-5,7,-6,0.20399999999999996,5,-3,0.20799999999999996,120.0,1.583999999999989,94.0,87.0,0.030999999999999972,-23.0,-45.0,-0.010000000000000009,-45.0,-13.0,-0.06499999999999995,-7.0,-0.5609999999999999,16.0,-0.15700000000000003,9.0,-0.7170000000000023,59.0,1.4719999999999995,37.0,0.9800000000000004,-33.0,-1.2089999999999996,2.0,-0.32899999999999885,-125.0,-4.702999999999999,0
2007,Indiana,UCLA,5,-7,6,-0.20399999999999996,-5,3,-0.20799999999999996,-120.0,-1.583999999999989,-94.0,-87.0,-0.030999999999999972,23.0,45.0,0.010000000000000009,45.0,13.0,0.06499999999999995,7.0,0.5609999999999999,-16.0,0.15700000000000003,-9.0,0.7170000000000023,-59.0,-1.4719999999999995,-37.0,-0.9800000000000004,33.0,1.2089999999999996,-2.0,0.32899999999999885,125.0,4.702999999999999,1
2007,Kansas,Southern Illinois,-3,2,-1,0.03500000000000003,-1,-1,0.04200000000000004,567.0,14.805,279.0,446.0,0.03799999999999998,-1.0,-22.0,0.014000000000000012,10.0,43.0,-0.026999999999999913,128.0,3.5070000000000014,245.0,6.6270000000000024,373.0,10.133000000000003,184.0,5.068000000000001,86.0,2.336000000000001,117.0,3.343,19.0,0.15499999999999936,-50.0,-2.080000000000002,0
2007,Southern Illinois,Kansas,3,-2,1,-0.03500000000000003,1,1,-0.04200000000000004,-567.0,-14.805,-279.0,-446.0,-0.03799999999999998,1.0,22.0,-0.014000000000000012,-10.0,-43.0,0.026999999999999913,-128.0,-3.5070000000000014,-245.0,-6.6270000000000024,-373.0,-10.133000000000003,-184.0,-5.068000000000001,-86.0,-2.336000000000001,-117.0,-3.343,-19.0,-0.15499999999999936,50.0,2.080000000000002,1
2007,UCLA,Pittsburgh,-1,0,-3,0.07699999999999996,3,-1,0.08299999999999996,-172.0,1.336999999999989,-43.0,-136.0,0.01200000000000001,9.0,25.0,-0.0010000000000000009,-95.0,-127.0,-0.019000000000000017,-64.0,-1.0139999999999993,-119.0,-1.6720000000000006,-185.0,-2.7490000000000023,-133.0,-2.6019999999999985,55.0,2.2890000000000006,-17.0,-0.21300000000000008,-20.0,0.45899999999999963,-61.0,-0.3739999999999988,0
2007,Pittsburgh,UCLA,1,0,3,-0.07699999999999996,-3,1,-0.08299999999999996,172.0,-1.336999999999989,43.0,136.0,-0.01200000000000001,-9.0,-25.0,0.0010000000000000009,95.0,127.0,0.019000000000000017,64.0,1.0139999999999993,119.0,1.6720000000000006,185.0,2.7490000000000023,133.0,2.6019999999999985,-55.0,-2.2890000000000006,17.0,0.21300000000000008,20.0,-0.45899999999999963,61.0,0.3739999999999988,1
2007,UCLA,Kansas,1,-2,-1,0.018000000000000016,1,1,-0.04200000000000004,-420.0,-5.957000000000008,-151.0,-284.0,-0.007000000000000006,12.0,43.0,-0.008000000000000007,-130.0,-179.0,-0.020000000000000018,-112.0,-2.426,-253.0,-5.614000000000001,-366.0,-8.072000000000003,-110.0,-1.9260000000000002,-67.0,-1.2990000000000004,-126.0,-3.418,-104.0,-2.0109999999999992,-135.0,-2.549999999999997,0
2007,Kansas,UCLA,-1,2,1,-0.018000000000000016,-1,-1,0.04200000000000004,420.0,5.957000000000008,151.0,284.0,0.007000000000000006,-12.0,-43.0,0.008000000000000007,130.0,179.0,0.020000000000000018,112.0,2.426,253.0,5.614000000000001,366.0,8.072000000000003,110.0,1.9260000000000002,67.0,1.2990000000000004,126.0,3.418,104.0,2.0109999999999992,135.0,2.549999999999997,1
2007,North Carolina,Eastern Kentucky,-15,6,-4,0.138,-2,-2,0.03799999999999992,847.0,21.076999999999998,316.0,490.0,0.04199999999999998,-62.0,-196.0,0.013000000000000012,277.0,374.0,0.025999999999999912,165.0,4.397,285.0,7.27,450.0,11.668999999999997,171.0,4.177999999999999,34.0,0.5379999999999994,73.0,1.9940000000000002,52.0,0.7590000000000003,153.0,3.700000000000001,0
2007,Eastern Kentucky,North Carolina,15,-6,4,-0.138,2,2,-0.03799999999999992,-847.0,-21.076999999999998,-316.0,-490.0,-0.04199999999999998,62.0,196.0,-0.013000000000000012,-277.0,-374.0,-0.025999999999999912,-165.0,-4.397,-285.0,-7.27,-450.0,-11.668999999999997,-171.0,-4.177999999999999,-34.0,-0.5379999999999994,-73.0,-1.9940000000000002,-52.0,-0.7590000000000003,-153.0,-3.700000000000001,1
2007,Michigan State,Marquette,1,0,0,0.0,-2,2,-0.125,-246.0,-7.454000000000008,-74.0,-285.0,0.03199999999999997,-37.0,-166.0,0.03999999999999998,-61.0,-129.0,0.038999999999999924,-54.0,-1.636000000000001,29.0,0.8790000000000013,-24.0,-0.7269999999999968,59.0,1.7880000000000003,-120.0,-3.6369999999999987,48.0,1.4539999999999997,17.0,0.5150000000000006,-67.0,-2.0310000000000024,0
2007,Marquette,Michigan State,-1,0,0,0.0,2,-2,0.125,246.0,7.454000000000008,74.0,285.0,-0.03199999999999997,37.0,166.0,-0.03999999999999998,61.0,129.0,-0.038999999999999924,54.0,1.636000000000001,-29.0,-0.8790000000000013,24.0,0.7269999999999968,-59.0,-1.7880000000000003,120.0,3.6369999999999987,-48.0,-1.4539999999999997,-17.0,-0.5150000000000006,67.0,2.0310000000000024,1
2007,USC,Arkansas,-7,3,-3,0.08799999999999997,4,-2,0.173,1.0,0.030000000000001137,8.0,-35.0,0.012999999999999956,-17.0,-117.0,0.051000000000000045,2.0,-3.0,0.006000000000000005,-54.0,-1.5879999999999992,11.0,0.3240000000000016,-43.0,-1.2650000000000006,-80.0,-2.3520000000000003,-48.0,-1.412,-83.0,-2.441,-22.0,-0.6469999999999985,19.0,0.5589999999999975,0
2007,Arkansas,USC,7,-3,3,-0.08799999999999997,-4,2,-0.173,-1.0,-0.030000000000001137,-8.0,35.0,-0.012999999999999956,17.0,117.0,-0.051000000000000045,-2.0,3.0,-0.006000000000000005,54.0,1.5879999999999992,-11.0,-0.3240000000000016,43.0,1.2650000000000006,80.0,2.3520000000000003,48.0,1.412,83.0,2.441,22.0,0.6469999999999985,-19.0,-0.5589999999999975,1
2007,Texas,New Mexico State,-9,-2,2,-0.061000000000000054,1,-1,0.062000000000000055,128.0,3.879000000000005,33.0,221.0,-0.035999999999999976,105.0,260.0,0.0040000000000000036,-43.0,-155.0,0.07299999999999995,11.0,0.3330000000000002,30.0,0.9089999999999989,39.0,1.1820000000000022,0.0,0.0,14.0,0.4239999999999995,96.0,2.91,-153.0,-4.636999999999999,-106.0,-3.2119999999999997,0
2007,New Mexico State,Texas,9,2,-2,0.061000000000000054,-1,1,-0.062000000000000055,-128.0,-3.879000000000005,-33.0,-221.0,0.035999999999999976,-105.0,-260.0,-0.0040000000000000036,43.0,155.0,-0.07299999999999995,-11.0,-0.3330000000000002,-30.0,-0.9089999999999989,-39.0,-1.1820000000000022,0.0,0.0,-14.0,-0.4239999999999995,-96.0,-2.91,153.0,4.636999999999999,106.0,3.2119999999999997,1
2007,Vanderbilt,George Washington,-5,-2,2,-0.06499999999999995,-1,1,-0.06299999999999994,171.0,5.516000000000005,19.0,58.0,-0.0040000000000000036,118.0,307.0,0.0040000000000000036,15.0,3.0,0.02200000000000002,-74.0,-2.3870000000000005,38.0,1.225999999999999,-37.0,-1.1940000000000026,70.0,2.257999999999999,-55.0,-1.7750000000000004,-53.0,-1.7089999999999996,-31.0,-1.0,-57.0,-1.8389999999999986,0
2007,George Washington,Vanderbilt,5,2,-2,0.06499999999999995,1,-1,0.06299999999999994,-171.0,-5.516000000000005,-19.0,-58.0,0.0040000000000000036,-118.0,-307.0,-0.0040000000000000036,-15.0,-3.0,-0.02200000000000002,74.0,2.3870000000000005,-38.0,-1.225999999999999,37.0,1.1940000000000026,-70.0,-2.257999999999999,55.0,1.7750000000000004,53.0,1.7089999999999996,31.0,1.0,57.0,1.8389999999999986,1
2007,Washington State,Oral Roberts,-11,1,-2,0.05300000000000005,1,3,-0.135,-257.0,-5.771999999999991,-33.0,-54.0,-0.004999999999999949,-14.0,-49.0,0.008000000000000007,-177.0,-247.0,-0.0020000000000000018,-100.0,-2.8169999999999993,-82.0,-1.8379999999999974,-182.0,-4.655000000000001,-4.0,0.2989999999999995,3.0,0.2919999999999998,-7.0,-0.07599999999999962,-167.0,-4.751000000000001,-68.0,-1.5680000000000014,0
2007,Oral Roberts,Washington State,11,-1,2,-0.05300000000000005,-1,-3,0.135,257.0,5.771999999999991,33.0,54.0,0.004999999999999949,14.0,49.0,-0.008000000000000007,177.0,247.0,0.0020000000000000018,100.0,2.8169999999999993,82.0,1.8379999999999974,182.0,4.655000000000001,4.0,-0.2989999999999995,-3.0,-0.2919999999999998,7.0,0.07599999999999962,167.0,4.751000000000001,68.0,1.5680000000000014,1
2007,Boston College,Texas Tech,-3,-1,-1,0.009000000000000008,1,-1,0.06299999999999994,-48.0,3.0690000000000026,-21.0,-144.0,0.025999999999999968,-19.0,33.0,-0.063,13.0,32.0,-0.014000000000000012,68.0,2.719000000000001,14.0,1.7250000000000014,82.0,4.443999999999999,17.0,1.4099999999999984,-48.0,-1.1049999999999995,117.0,3.895,44.0,2.1720000000000006,-99.0,-2.067999999999998,0
2007,Texas Tech,Boston College,3,1,1,-0.009000000000000008,-1,1,-0.06299999999999994,48.0,-3.0690000000000026,21.0,144.0,-0.025999999999999968,19.0,-33.0,0.063,-13.0,-32.0,0.014000000000000012,-68.0,-2.719000000000001,-14.0,-1.7250000000000014,-82.0,-4.443999999999999,-17.0,-1.4099999999999984,48.0,1.1049999999999995,-117.0,-3.895,-44.0,-2.1720000000000006,99.0,2.067999999999998,1
2007,Georgetown,Belmont,-13,4,-4,0.125,1,-1,0.062000000000000055,-144.0,-4.5,-44.0,-232.0,0.04099999999999998,-81.0,-236.0,0.007000000000000006,25.0,18.0,0.02200000000000002,-19.0,-0.5939999999999994,-108.0,-3.3740000000000023,-126.0,-3.9369999999999976,-44.0,-1.375,-27.0,-0.843,57.0,1.7809999999999997,-77.0,-2.405999999999999,-60.0,-1.875,0
2007,Belmont,Georgetown,13,-4,4,-0.125,-1,1,-0.062000000000000055,144.0,4.5,44.0,232.0,-0.04099999999999998,81.0,236.0,-0.007000000000000006,-25.0,-18.0,-0.02200000000000002,19.0,0.5939999999999994,108.0,3.3740000000000023,126.0,3.9369999999999976,44.0,1.375,27.0,0.843,-57.0,-1.7809999999999997,77.0,2.405999999999999,60.0,1.875,1
2007,North Carolina,Michigan State,-8,4,-3,0.09700000000000009,3,-3,0.18799999999999994,785.0,21.174000000000007,308.0,504.0,0.03300000000000003,26.0,81.0,-0.008000000000000007,143.0,205.0,-0.0030000000000000027,47.0,1.056000000000001,144.0,3.5699999999999967,190.0,4.596999999999994,107.0,2.676999999999998,116.0,3.2609999999999992,-3.0,-0.22999999999999954,-19.0,-0.995000000000001,-17.0,-1.038999999999998,0
2007,Michigan State,North Carolina,8,-4,3,-0.09700000000000009,-3,3,-0.18799999999999994,-785.0,-21.174000000000007,-308.0,-504.0,-0.03300000000000003,-26.0,-81.0,0.008000000000000007,-143.0,-205.0,0.0030000000000000027,-47.0,-1.056000000000001,-144.0,-3.5699999999999967,-190.0,-4.596999999999994,-107.0,-2.676999999999998,-116.0,-3.2609999999999992,3.0,0.22999999999999954,19.0,0.995000000000001,17.0,1.038999999999998,1
2007,USC,Texas,1,1,0,0.009000000000000008,-1,3,-0.139,-285.0,-10.799999999999997,-46.0,-231.0,0.030999999999999972,-105.0,-272.0,0.006000000000000005,-88.0,-101.0,-0.02100000000000002,-140.0,-4.503,-10.0,-1.0169999999999995,-149.0,-5.491,-22.0,-1.0549999999999997,-64.0,-2.106,-55.0,-1.787,90.0,2.2910000000000004,40.0,0.6679999999999993,0
2007,Texas,USC,-1,-1,0,-0.009000000000000008,1,-3,0.139,285.0,10.799999999999997,46.0,231.0,-0.030999999999999972,105.0,272.0,-0.006000000000000005,88.0,101.0,0.02100000000000002,140.0,4.503,10.0,1.0169999999999995,149.0,5.491,22.0,1.0549999999999997,64.0,2.106,55.0,1.787,-90.0,-2.2910000000000004,-40.0,-0.6679999999999993,1
2007,Vanderbilt,Washington State,3,-3,2,-0.07299999999999995,-3,1,-0.09699999999999998,245.0,10.049999999999997,58.0,149.0,-0.006000000000000005,102.0,263.0,0.0050000000000000044,27.0,25.0,0.016000000000000014,38.0,1.4539999999999997,11.0,1.0429999999999993,49.0,2.497,82.0,3.093,22.0,0.923,-59.0,-1.7590000000000003,57.0,2.168000000000001,8.0,0.782,0
2007,Washington State,Vanderbilt,-3,3,-2,0.07299999999999995,3,-1,0.09699999999999998,-245.0,-10.049999999999997,-58.0,-149.0,0.006000000000000005,-102.0,-263.0,-0.0050000000000000044,-27.0,-25.0,-0.016000000000000014,-38.0,-1.4539999999999997,-11.0,-1.0429999999999993,-49.0,-2.497,-82.0,-3.093,-22.0,-0.923,59.0,1.7590000000000003,-57.0,-2.168000000000001,-8.0,-0.782,1
2007,Georgetown,Boston College,-5,7,-6,0.19899999999999995,3,-3,0.18700000000000006,-123.0,-6.176000000000002,-7.0,-102.0,0.027000000000000024,19.0,28.0,0.017000000000000015,-128.0,-172.0,-0.006000000000000005,-25.0,-1.1210000000000004,13.0,-0.2640000000000029,-11.0,-1.3539999999999992,1.0,-0.4299999999999997,-12.0,-0.5549999999999997,-18.0,-0.7430000000000003,0.0,-0.43299999999999983,50.0,1.0820000000000007,0
2007,Boston College,Georgetown,5,-7,6,-0.19899999999999995,-3,3,-0.18700000000000006,123.0,6.176000000000002,7.0,102.0,-0.027000000000000024,-19.0,-28.0,-0.017000000000000015,128.0,172.0,0.006000000000000005,25.0,1.1210000000000004,-13.0,0.2640000000000029,11.0,1.3539999999999992,-1.0,0.4299999999999997,12.0,0.5549999999999997,18.0,0.7430000000000003,0.0,0.43299999999999983,-50.0,-1.0820000000000007,1
2007,North Carolina,USC,-4,3,-3,0.08800000000000008,0,-2,0.07699999999999996,505.0,14.852999999999994,202.0,304.0,0.027000000000000024,4.0,61.0,-0.038000000000000034,97.0,137.0,0.0,120.0,3.529,89.0,2.6169999999999973,208.0,6.117999999999995,198.0,5.822999999999999,98.0,2.8819999999999997,21.0,0.617,-19.0,-0.559000000000001,-22.0,-0.6469999999999985,0
2007,USC,North Carolina,4,-3,3,-0.08800000000000008,0,2,-0.07699999999999996,-505.0,-14.852999999999994,-202.0,-304.0,-0.027000000000000024,-4.0,-61.0,0.038000000000000034,-97.0,-137.0,0.0,-120.0,-3.529,-89.0,-2.6169999999999973,-208.0,-6.117999999999995,-198.0,-5.822999999999999,-98.0,-2.8819999999999997,-21.0,-0.617,19.0,0.559000000000001,22.0,0.6469999999999985,1
2007,Georgetown,Vanderbilt,-4,6,-5,0.16699999999999993,3,-3,0.18700000000000006,-183.0,-8.112000000000009,-46.0,-261.0,0.046999999999999986,-85.0,-209.0,-0.01100000000000001,-6.0,-1.0,-0.009000000000000008,48.0,1.234,-16.0,-1.1990000000000016,33.0,0.0660000000000025,-67.0,-2.6240000000000006,-67.0,-2.3289999999999997,77.0,2.3209999999999997,45.0,1.0190000000000001,-1.0,-0.5629999999999988,0
2007,Vanderbilt,Georgetown,4,-6,5,-0.16699999999999993,-3,3,-0.18700000000000006,183.0,8.112000000000009,46.0,261.0,-0.046999999999999986,85.0,209.0,0.01100000000000001,6.0,1.0,0.009000000000000008,-48.0,-1.234,16.0,1.1990000000000016,-33.0,-0.0660000000000025,67.0,2.6240000000000006,67.0,2.3289999999999997,-77.0,-2.3209999999999997,-45.0,-1.0190000000000001,1.0,0.5629999999999988,1
2007,Georgetown,North Carolina,1,0,-2,0.04999999999999993,2,-2,0.12400000000000011,-742.0,-17.796000000000006,-286.0,-574.0,0.0020000000000000018,5.0,12.0,0.0010000000000000009,-175.0,-256.0,0.01100000000000001,-101.0,-2.3970000000000002,-212.0,-4.9879999999999995,-311.0,-7.324999999999996,-175.0,-4.302999999999999,-118.0,-3.1629999999999994,5.0,0.4429999999999996,-42.0,-0.4469999999999992,-61.0,-0.8249999999999993,0
2007,North Carolina,Georgetown,-1,0,2,-0.04999999999999993,-2,2,-0.12400000000000011,742.0,17.796000000000006,286.0,574.0,-0.0020000000000000018,-5.0,-12.0,-0.0010000000000000009,175.0,256.0,-0.01100000000000001,101.0,2.3970000000000002,212.0,4.9879999999999995,311.0,7.324999999999996,175.0,4.302999999999999,118.0,3.1629999999999994,-5.0,-0.4429999999999996,42.0,0.4469999999999992,61.0,0.8249999999999993,1
2007,Ohio State,Central Connecticut State,-15,8,-9,0.2709999999999999,-1,-1,0.04899999999999993,143.0,6.635000000000005,96.0,69.0,0.035999999999999976,-6.0,15.0,-0.018000000000000016,-43.0,-31.0,-0.031000000000000028,-15.0,-0.12600000000000122,48.0,2.178000000000001,33.0,2.0519999999999996,98.0,3.4560000000000013,25.0,0.9699999999999998,84.0,2.731,-70.0,-1.7579999999999991,-84.0,-2.1209999999999987,0
2007,Central Connecticut State,Ohio State,15,-8,9,-0.2709999999999999,1,1,-0.04899999999999993,-143.0,-6.635000000000005,-96.0,-69.0,-0.035999999999999976,6.0,-15.0,0.018000000000000016,43.0,31.0,0.031000000000000028,15.0,0.12600000000000122,-48.0,-2.178000000000001,-33.0,-2.0519999999999996,-98.0,-3.4560000000000013,-25.0,-0.9699999999999998,-84.0,-2.731,70.0,1.7579999999999991,84.0,2.1209999999999987,1
2007,Xavier,Brigham Young,1,1,-2,0.05400000000000005,0,0,0.0,-132.0,-1.684999999999988,-144.0,-245.0,-0.014000000000000012,6.0,53.0,-0.023999999999999966,150.0,127.0,0.08299999999999996,-36.0,-0.7860000000000014,-96.0,-2.25,-132.0,-3.035999999999998,-48.0,-0.9959999999999987,-19.0,-0.40200000000000014,-2.0,0.04699999999999971,-36.0,-0.7059999999999995,-75.0,-1.7390000000000008,0
2007,Brigham Young,Xavier,-1,-1,2,-0.05400000000000005,0,0,0.0,132.0,1.684999999999988,144.0,245.0,0.014000000000000012,-6.0,-53.0,0.023999999999999966,-150.0,-127.0,-0.08299999999999996,36.0,0.7860000000000014,96.0,2.25,132.0,3.035999999999998,48.0,0.9959999999999987,19.0,0.40200000000000014,2.0,-0.04699999999999971,36.0,0.7059999999999995,75.0,1.7390000000000008,1
