year,team0,team1,seed,wins,losses,winp,cwins,closses,cwinp,pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,result
2017,Rhode Island,Creighton,5,1,-2,0.052000000000000046,3,-3,0.16599999999999993,-371.0,-8.75399999999999,-192.0,-171.0,-0.055999999999999994,-90.0,-134.0,-0.06,103.0,179.0,-0.025000000000000022,117.0,3.774,-72.0,-1.3889999999999993,45.0,2.384999999999998,-144.0,-3.841000000000001,1.0,0.21799999999999997,103.0,3.2090000000000005,-53.0,-1.229000000000001,125.0,4.288999999999998,0
2017,Creighton,Rhode Island,-5,-1,2,-0.052000000000000046,-3,3,-0.16599999999999993,371.0,8.75399999999999,192.0,171.0,0.055999999999999994,90.0,134.0,0.06,-103.0,-179.0,0.025000000000000022,-117.0,-3.774,72.0,1.3889999999999993,-45.0,-2.384999999999998,144.0,3.841000000000001,-1.0,-0.21799999999999997,-103.0,-3.2090000000000005,53.0,1.229000000000001,-125.0,-4.288999999999998,1
2017,Oregon,Iona,-11,8,-8,0.235,4,-6,0.28900000000000003,-47.0,-1.3830000000000098,3.0,-109.0,0.025999999999999968,-40.0,-63.0,-0.019000000000000017,-13.0,36.0,-0.05900000000000005,19.0,0.5589999999999993,-19.0,-0.559000000000001,0.0,0.0,27.0,0.7939999999999987,-14.0,-0.4119999999999999,125.0,3.676,-18.0,-0.5300000000000011,-107.0,-3.1469999999999985,0
2017,Iona,Oregon,11,-8,8,-0.235,-4,6,-0.28900000000000003,47.0,1.3830000000000098,-3.0,109.0,-0.025999999999999968,40.0,63.0,0.019000000000000017,13.0,-36.0,0.05900000000000005,-19.0,-0.5589999999999993,19.0,0.559000000000001,0.0,0.0,-27.0,-0.7939999999999987,14.0,0.4119999999999999,-125.0,-3.676,18.0,0.5300000000000011,107.0,3.1469999999999985,1
2017,Michigan,Oklahoma State,-3,5,-2,0.08899999999999997,1,-1,0.05600000000000005,-119.0,-10.731000000000009,-2.0,-81.0,0.01899999999999996,41.0,144.0,-0.020000000000000018,-156.0,-189.0,-0.01200000000000001,-155.0,-5.502000000000001,27.0,-1.1550000000000011,-128.0,-6.657,14.0,-0.8559999999999999,-42.0,-1.867,1.0,-0.2290000000000001,-92.0,-3.7590000000000003,-181.0,-7.068,0
2017,Oklahoma State,Michigan,3,-5,2,-0.08899999999999997,-1,1,-0.05600000000000005,119.0,10.731000000000009,2.0,81.0,-0.01899999999999996,-41.0,-144.0,0.020000000000000018,156.0,189.0,0.01200000000000001,155.0,5.502000000000001,-27.0,1.1550000000000011,128.0,6.657,-14.0,0.8559999999999999,42.0,1.867,-1.0,0.2290000000000001,92.0,3.7590000000000003,181.0,7.068,1
2017,Louisville,Jacksonville State,-13,3,-5,0.131,3,-1,0.10499999999999998,110.0,7.7960000000000065,59.0,137.0,-0.0010000000000000009,-20.0,-31.0,-0.013000000000000012,12.0,43.0,-0.026999999999999913,79.0,3.077,-8.0,1.2959999999999994,71.0,4.373000000000005,-44.0,-0.4939999999999998,60.0,2.162,49.0,1.7630000000000003,-104.0,-2.4029999999999987,8.0,1.3789999999999978,0
2017,Jacksonville State,Louisville,13,-3,5,-0.131,-3,1,-0.10499999999999998,-110.0,-7.7960000000000065,-59.0,-137.0,0.0010000000000000009,20.0,31.0,0.013000000000000012,-12.0,-43.0,0.026999999999999913,-79.0,-3.077,8.0,-1.2959999999999994,-71.0,-4.373000000000005,44.0,0.4939999999999998,-60.0,-2.162,-49.0,-1.7630000000000003,104.0,2.4029999999999987,-8.0,-1.3789999999999978,1
2017,Kansas,Michigan State,-8,7,-8,0.238,6,-6,0.33299999999999996,280.0,10.99199999999999,96.0,126.0,0.01899999999999996,20.0,0.0,0.029000000000000026,68.0,101.0,0.0020000000000000018,63.0,2.2569999999999997,-42.0,-0.48100000000000165,21.0,1.7760000000000034,-39.0,-0.6890000000000001,75.0,2.4829999999999997,-8.0,-0.10000000000000053,-49.0,-1.088000000000001,-89.0,-2.1499999999999986,0
2017,Michigan State,Kansas,8,-7,8,-0.238,-6,6,-0.33299999999999996,-280.0,-10.99199999999999,-96.0,-126.0,-0.01899999999999996,-20.0,0.0,-0.029000000000000026,-68.0,-101.0,-0.0020000000000000018,-63.0,-2.2569999999999997,42.0,0.48100000000000165,-21.0,-1.7760000000000034,39.0,0.6890000000000001,-75.0,-2.4829999999999997,8.0,0.10000000000000053,49.0,1.088000000000001,89.0,2.1499999999999986,1
2017,Purdue,Iowa State,-1,2,-3,0.08400000000000007,2,-2,0.11099999999999999,-105.0,-0.7540000000000049,-77.0,-208.0,0.01100000000000001,-41.0,-109.0,0.0040000000000000036,90.0,67.0,0.06800000000000006,6.0,0.4659999999999993,53.0,2.4350000000000023,59.0,2.9010000000000034,58.0,2.3070000000000004,-94.0,-2.6899999999999995,-38.0,-1.076,82.0,2.8790000000000013,-22.0,-0.18900000000000006,0
2017,Iowa State,Purdue,1,-2,3,-0.08400000000000007,-2,2,-0.11099999999999999,105.0,0.7540000000000049,77.0,208.0,-0.01100000000000001,41.0,109.0,-0.0040000000000000036,-90.0,-67.0,-0.06800000000000006,-6.0,-0.4659999999999993,-53.0,-2.4350000000000023,-59.0,-2.9010000000000034,-58.0,-2.3070000000000004,94.0,2.6899999999999995,38.0,1.076,-82.0,-2.8790000000000013,22.0,0.18900000000000006,1
2017,Oregon,Rhode Island,-8,5,-4,0.124,3,-3,0.16700000000000004,268.0,5.7239999999999895,94.0,81.0,0.02899999999999997,85.0,164.0,0.03799999999999998,-5.0,-64.0,0.05399999999999994,-49.0,-1.774000000000001,39.0,0.41799999999999926,-10.0,-1.3560000000000016,115.0,2.9879999999999995,10.0,0.10599999999999987,24.0,0.5259999999999998,24.0,0.37599999999999945,-143.0,-4.818999999999999,0
2017,Rhode Island,Oregon,8,-5,4,-0.124,-3,3,-0.16700000000000004,-268.0,-5.7239999999999895,-94.0,-81.0,-0.02899999999999997,-85.0,-164.0,-0.03799999999999998,5.0,64.0,-0.05399999999999994,49.0,1.774000000000001,-39.0,-0.41799999999999926,10.0,1.3560000000000016,-115.0,-2.9879999999999995,-10.0,-0.10599999999999987,-24.0,-0.5259999999999998,-24.0,-0.37599999999999945,143.0,4.818999999999999,1
2017,Michigan,Louisville,5,2,1,-0.0050000000000000044,-2,2,-0.11099999999999999,137.0,-2.7310000000000088,27.0,-55.0,0.02699999999999997,100.0,225.0,0.02200000000000002,-17.0,-101.0,0.08999999999999997,-164.0,-5.7829999999999995,-87.0,-4.716999999999999,-251.0,-10.501000000000001,48.0,0.2060000000000013,-9.0,-0.8360000000000003,-78.0,-2.6980000000000004,-27.0,-1.7270000000000003,-95.0,-4.3809999999999985,0
2017,Louisville,Michigan,-5,-2,-1,0.0050000000000000044,2,-2,0.11099999999999999,-137.0,2.7310000000000088,-27.0,55.0,-0.02699999999999997,-100.0,-225.0,-0.02200000000000002,17.0,101.0,-0.08999999999999997,164.0,5.7829999999999995,87.0,4.716999999999999,251.0,10.501000000000001,-48.0,-0.2060000000000013,9.0,0.8360000000000003,78.0,2.6980000000000004,27.0,1.7270000000000003,95.0,4.3809999999999985,1
2017,Kansas,Purdue,-3,2,-2,0.06299999999999994,2,-2,0.11099999999999999,83.0,2.593999999999994,52.0,79.0,0.007000000000000006,-9.0,-20.0,-0.0010000000000000009,-12.0,76.0,-0.09799999999999998,67.0,2.0939999999999994,-39.0,-1.2190000000000012,28.0,0.875,-59.0,-1.8440000000000012,55.0,1.7189999999999994,70.0,2.1879999999999997,2.0,0.06299999999999883,74.0,2.312000000000001,0
2017,Purdue,Kansas,3,-2,2,-0.06299999999999994,-2,2,-0.11099999999999999,-83.0,-2.593999999999994,-52.0,-79.0,-0.007000000000000006,9.0,20.0,0.0010000000000000009,12.0,-76.0,0.09799999999999998,-67.0,-2.0939999999999994,39.0,1.2190000000000012,-28.0,-0.875,59.0,1.8440000000000012,-55.0,-1.7189999999999994,-70.0,-2.1879999999999997,-2.0,-0.06299999999999883,-74.0,-2.312000000000001,1
2017,Oregon,Michigan,-4,5,-6,0.16800000000000004,6,-6,0.33299999999999996,71.0,4.287999999999997,34.0,77.0,-0.0020000000000000018,-36.0,-87.0,-0.0030000000000000027,39.0,107.0,-0.06400000000000006,79.0,2.5299999999999994,110.0,3.8619999999999983,189.0,6.3919999999999995,75.0,2.6119999999999983,14.0,0.5860000000000003,129.0,3.8760000000000003,64.0,2.158999999999999,18.0,0.9719999999999995,0
2017,Michigan,Oregon,4,-5,6,-0.16800000000000004,-6,6,-0.33299999999999996,-71.0,-4.287999999999997,-34.0,-77.0,0.0020000000000000018,36.0,87.0,0.0030000000000000027,-39.0,-107.0,0.06400000000000006,-79.0,-2.5299999999999994,-110.0,-3.8619999999999983,-189.0,-6.3919999999999995,-75.0,-2.6119999999999983,-14.0,-0.5860000000000003,-129.0,-3.8760000000000003,-64.0,-2.158999999999999,-18.0,-0.9719999999999995,1
2017,Oregon,Kansas,2,3,-1,0.038000000000000034,0,0,0.0,42.0,-3.6310000000000002,8.0,39.0,-0.006000000000000005,13.0,84.0,-0.027000000000000024,13.0,-27.0,0.04499999999999993,-42.0,-1.9100000000000001,20.0,-0.9490000000000016,-22.0,-2.8590000000000018,37.0,0.13100000000000023,-1.0,-0.4379999999999997,76.0,1.9590000000000005,-25.0,-1.5060000000000002,-33.0,-2.0330000000000013,0
2017,Kansas,Oregon,-2,-3,1,-0.038000000000000034,0,0,0.0,-42.0,3.6310000000000002,-8.0,-39.0,0.006000000000000005,-13.0,-84.0,0.027000000000000024,-13.0,27.0,-0.04499999999999993,42.0,1.9100000000000001,-20.0,0.9490000000000016,22.0,2.8590000000000018,-37.0,-0.13100000000000023,1.0,0.4379999999999997,-76.0,-1.9590000000000005,25.0,1.5060000000000002,33.0,2.0330000000000013,1
2017,Gonzaga,South Dakota State,-15,14,-16,0.471,9,-7,0.44399999999999995,154.0,9.659999999999997,139.0,54.0,0.059,-72.0,-232.0,0.019000000000000017,-52.0,-31.0,-0.038000000000000034,-6.0,0.3439999999999994,132.0,5.709,126.0,6.052999999999997,78.0,3.2659999999999982,59.0,2.1689999999999996,68.0,2.2700000000000005,-65.0,-1.2220000000000013,-26.0,0.23000000000000043,0
2017,South Dakota State,Gonzaga,15,-14,16,-0.471,-9,7,-0.44399999999999995,-154.0,-9.659999999999997,-139.0,-54.0,-0.059,72.0,232.0,-0.019000000000000017,52.0,31.0,0.038000000000000034,6.0,-0.3439999999999994,-132.0,-5.709,-126.0,-6.052999999999997,-78.0,-3.2659999999999982,-59.0,-2.1689999999999996,-68.0,-2.2700000000000005,65.0,1.2220000000000013,26.0,-0.23000000000000043,1
2017,Northwestern,Vanderbilt,-1,4,-4,0.11699999999999999,0,0,0.0,-6.0,-0.1770000000000067,66.0,132.0,0.0050000000000000044,-96.0,-188.0,-0.035999999999999976,-42.0,-35.0,-0.025000000000000022,84.0,2.4699999999999998,-28.0,-0.8230000000000004,56.0,1.6469999999999985,78.0,2.2940000000000005,31.0,0.9109999999999996,42.0,1.2349999999999999,-62.0,-1.8239999999999998,82.0,2.4110000000000014,0
2017,Vanderbilt,Northwestern,1,-4,4,-0.11699999999999999,0,0,0.0,6.0,0.1770000000000067,-66.0,-132.0,-0.0050000000000000044,96.0,188.0,0.035999999999999976,42.0,35.0,0.025000000000000022,-84.0,-2.4699999999999998,28.0,0.8230000000000004,-56.0,-1.6469999999999985,-78.0,-2.2940000000000005,-31.0,-0.9109999999999996,-42.0,-1.2349999999999999,62.0,1.8239999999999998,-82.0,-2.4110000000000014,1
2017,Notre Dame,Princeton,-7,2,3,-0.05800000000000005,-2,6,-0.33299999999999996,561.0,5.897000000000006,187.0,374.0,0.009000000000000008,30.0,72.0,0.0030000000000000027,157.0,163.0,0.06500000000000006,63.0,0.7170000000000005,101.0,-0.620000000000001,164.0,0.09700000000000131,131.0,1.7590000000000003,46.0,0.34799999999999986,39.0,0.6960000000000002,34.0,-0.4599999999999991,35.0,-1.3440000000000012,0
2017,Princeton,Notre Dame,7,-2,-3,0.05800000000000005,2,-6,0.33299999999999996,-561.0,-5.897000000000006,-187.0,-374.0,-0.009000000000000008,-30.0,-72.0,-0.0030000000000000027,-157.0,-163.0,-0.06500000000000006,-63.0,-0.7170000000000005,-101.0,0.620000000000001,-164.0,-0.09700000000000131,-131.0,-1.7590000000000003,-46.0,-0.34799999999999986,-39.0,-0.6960000000000002,-34.0,0.4599999999999991,-35.0,1.3440000000000012,1
2017,West Virginia,Bucknell,-9,0,0,0.0,-3,3,-0.16599999999999993,200.0,5.88300000000001,71.0,251.0,-0.022999999999999965,-20.0,-23.0,-0.016000000000000014,78.0,116.0,-0.0010000000000000009,185.0,5.440999999999999,-87.0,-2.559000000000001,98.0,2.882000000000005,72.0,2.116999999999999,109.0,3.2059999999999995,29.0,0.8520000000000003,-34.0,-1.0,64.0,1.8829999999999991,0
2017,Bucknell,West Virginia,9,0,0,0.0,3,-3,0.16599999999999993,-200.0,-5.88300000000001,-71.0,-251.0,0.022999999999999965,20.0,23.0,0.016000000000000014,-78.0,-116.0,0.0010000000000000009,-185.0,-5.440999999999999,87.0,2.559000000000001,-98.0,-2.882000000000005,-72.0,-2.116999999999999,-109.0,-3.2059999999999995,-29.0,-0.8520000000000003,34.0,1.0,-64.0,-1.8829999999999991,1
2017,Xavier,Maryland,5,1,1,-0.013000000000000012,-3,3,-0.16700000000000004,164.0,0.4619999999999891,71.0,143.0,0.0030000000000000027,-26.0,-27.0,-0.022999999999999965,48.0,81.0,-0.010000000000000009,71.0,1.5090000000000003,52.0,0.08699999999999974,123.0,1.5959999999999965,45.0,0.4800000000000004,36.0,0.7410000000000005,-60.0,-2.043,21.0,-0.14400000000000013,42.0,0.14399999999999835,0
2017,Maryland,Xavier,-5,-1,-1,0.013000000000000012,3,-3,0.16700000000000004,-164.0,-0.4619999999999891,-71.0,-143.0,-0.0030000000000000027,26.0,27.0,0.022999999999999965,-48.0,-81.0,0.010000000000000009,-71.0,-1.5090000000000003,-52.0,-0.08699999999999974,-123.0,-1.5959999999999965,-45.0,-0.4800000000000004,-36.0,-0.7410000000000005,60.0,2.043,-21.0,0.14400000000000013,-42.0,-0.14399999999999835,1
2017,Florida State,Florida Gulf Coast,-11,-2,2,-0.061000000000000054,0,4,-0.18999999999999995,100.0,3.0309999999999917,4.0,85.0,-0.019000000000000017,14.0,29.0,0.006000000000000005,78.0,122.0,-0.010000000000000009,20.0,0.6059999999999999,-22.0,-0.666999999999998,-2.0,-0.06099999999999994,-24.0,-0.7270000000000003,42.0,1.2729999999999997,53.0,1.6060000000000003,-21.0,-0.6370000000000005,29.0,0.8789999999999978,0
2017,Florida Gulf Coast,Florida State,11,2,-2,0.061000000000000054,0,-4,0.18999999999999995,-100.0,-3.0309999999999917,-4.0,-85.0,0.019000000000000017,-14.0,-29.0,-0.006000000000000005,-78.0,-122.0,0.010000000000000009,-20.0,-0.6059999999999999,22.0,0.666999999999998,2.0,0.06099999999999994,24.0,0.7270000000000003,-42.0,-1.2729999999999997,-53.0,-1.6060000000000003,21.0,0.6370000000000005,-29.0,-0.8789999999999978,1
2017,Saint Mary's,VCU,-3,2,-4,0.10999999999999999,2,-2,0.11099999999999999,-235.0,-2.676000000000002,-74.0,-287.0,0.034999999999999976,85.0,117.0,0.065,-172.0,-269.0,0.041000000000000036,-54.0,-1.0410000000000004,-31.0,0.6030000000000015,-85.0,-0.4380000000000024,17.0,1.4849999999999994,-123.0,-3.373,-32.0,-0.7529999999999997,-90.0,-2.029,-224.0,-5.721,0
2017,VCU,Saint Mary's,3,-2,4,-0.10999999999999999,-2,2,-0.11099999999999999,235.0,2.676000000000002,74.0,287.0,-0.034999999999999976,-85.0,-117.0,-0.065,172.0,269.0,-0.041000000000000036,54.0,1.0410000000000004,31.0,-0.6030000000000015,85.0,0.4380000000000024,-17.0,-1.4849999999999994,123.0,3.373,32.0,0.7529999999999997,90.0,2.029,224.0,5.721,1
2017,Arizona,North Dakota,-13,7,-4,0.14300000000000002,2,-2,0.11099999999999999,97.0,-4.251000000000005,-3.0,23.0,-0.007000000000000006,11.0,13.0,0.01100000000000001,92.0,86.0,0.040000000000000036,51.0,0.7230000000000008,79.0,0.04100000000000037,130.0,0.7640000000000029,0.0,-1.334999999999999,-58.0,-2.4029999999999996,19.0,0.2999999999999998,-23.0,-1.8489999999999984,-72.0,-3.9639999999999986,0
2017,North Dakota,Arizona,13,-7,4,-0.14300000000000002,-2,2,-0.11099999999999999,-97.0,4.251000000000005,3.0,-23.0,0.007000000000000006,-11.0,-13.0,-0.01100000000000001,-92.0,-86.0,-0.040000000000000036,-51.0,-0.7230000000000008,-79.0,-0.04100000000000037,-130.0,-0.7640000000000029,0.0,1.334999999999999,58.0,2.4029999999999996,-19.0,-0.2999999999999998,23.0,1.8489999999999984,72.0,3.9639999999999986,1
2017,Gonzaga,Northwestern,-7,9,-11,0.32399999999999995,7,-7,0.3879999999999999,374.0,16.131,142.0,-39.0,0.08200000000000002,0.0,-76.0,0.04099999999999998,90.0,133.0,-0.013000000000000012,-53.0,-1.0380000000000003,157.0,6.444000000000003,104.0,5.405999999999999,10.0,1.2659999999999982,65.0,2.346,-23.0,-0.4059999999999997,17.0,1.1899999999999995,-106.0,-2.123000000000001,0
2017,Northwestern,Gonzaga,7,-9,11,-0.32399999999999995,-7,7,-0.3879999999999999,-374.0,-16.131,-142.0,39.0,-0.08200000000000002,0.0,76.0,-0.04099999999999998,-90.0,-133.0,0.013000000000000012,53.0,1.0380000000000003,-157.0,-6.444000000000003,-104.0,-5.405999999999999,-10.0,-1.2659999999999982,-65.0,-2.346,23.0,0.4059999999999997,-17.0,-1.1899999999999995,106.0,2.123000000000001,1
2017,West Virginia,Notre Dame,-1,1,-1,0.030000000000000027,0,0,0.0,135.0,3.9710000000000036,49.0,120.0,-0.0030000000000000027,-63.0,-119.0,-0.025000000000000022,100.0,250.0,-0.121,175.0,5.1469999999999985,-46.0,-1.3530000000000015,129.0,3.794000000000004,25.0,0.7349999999999994,109.0,3.2059999999999995,31.0,0.911,95.0,2.7940000000000005,191.0,5.6179999999999986,0
2017,Notre Dame,West Virginia,1,-1,1,-0.030000000000000027,0,0,0.0,-135.0,-3.9710000000000036,-49.0,-120.0,0.0030000000000000027,63.0,119.0,0.025000000000000022,-100.0,-250.0,0.121,-175.0,-5.1469999999999985,46.0,1.3530000000000015,-129.0,-3.794000000000004,-25.0,-0.7349999999999994,-109.0,-3.2059999999999995,-31.0,-0.911,-95.0,-2.7940000000000005,-191.0,-5.6179999999999986,1
2017,Xavier,Florida State,8,0,1,-0.02100000000000002,-3,3,-0.16700000000000004,-184.0,-7.837000000000003,-106.0,-103.0,-0.02899999999999997,12.0,66.0,-0.01599999999999996,16.0,28.0,-0.0040000000000000036,10.0,-0.04100000000000037,2.0,-0.6850000000000023,12.0,-0.7260000000000062,19.0,0.12700000000000067,-34.0,-1.2169999999999996,-77.0,-2.415,45.0,0.9760000000000009,-5.0,-0.718,0
2017,Florida State,Xavier,-8,0,-1,0.02100000000000002,3,-3,0.16700000000000004,184.0,7.837000000000003,106.0,103.0,0.02899999999999997,-12.0,-66.0,0.01599999999999996,-16.0,-28.0,0.0040000000000000036,-10.0,0.04100000000000037,-2.0,0.6850000000000023,-12.0,0.7260000000000062,-19.0,-0.12700000000000067,34.0,1.2169999999999996,77.0,2.415,-45.0,-0.9760000000000009,5.0,0.718,1
2017,Arizona,Saint Mary's,-5,1,1,-0.02200000000000002,0,0,0.0,289.0,4.265000000000001,49.0,175.0,-0.020000000000000018,-53.0,-130.0,-0.0010000000000000009,244.0,316.0,0.010000000000000009,26.0,0.21700000000000053,57.0,0.16199999999999903,83.0,0.3790000000000049,-67.0,-2.9559999999999995,54.0,1.3440000000000003,8.0,0.04699999999999971,53.0,0.9410000000000007,105.0,2.221,0
2017,Saint Mary's,Arizona,5,-1,-1,0.02200000000000002,0,0,0.0,-289.0,-4.265000000000001,-49.0,-175.0,0.020000000000000018,53.0,130.0,0.0010000000000000009,-244.0,-316.0,-0.010000000000000009,-26.0,-0.21700000000000053,-57.0,-0.16199999999999903,-83.0,-0.3790000000000049,67.0,2.9559999999999995,-54.0,-1.3440000000000003,-8.0,-0.04699999999999971,-53.0,-0.9410000000000007,-105.0,-2.221,1
2017,Gonzaga,West Virginia,-3,6,-8,0.235,5,-5,0.2769999999999999,4.0,5.2479999999999905,16.0,-219.0,0.06,-16.0,-80.0,0.02100000000000002,-12.0,-83.0,0.05999999999999994,-179.0,-4.744,231.0,8.621000000000002,52.0,3.8769999999999953,-40.0,-0.20400000000000063,-117.0,-3.0069999999999997,-12.0,-0.08199999999999985,-42.0,-0.5460000000000012,-153.0,-3.5060000000000002,0
2017,West Virginia,Gonzaga,3,-6,8,-0.235,-5,5,-0.2769999999999999,-4.0,-5.2479999999999905,-16.0,219.0,-0.06,16.0,80.0,-0.02100000000000002,12.0,83.0,-0.05999999999999994,179.0,4.744,-231.0,-8.621000000000002,-52.0,-3.8769999999999953,40.0,0.20400000000000063,117.0,3.0069999999999997,12.0,0.08199999999999985,42.0,0.5460000000000012,153.0,3.5060000000000002,1
2017,Xavier,Arizona,9,-5,5,-0.14700000000000002,-7,7,-0.389,-56.0,-1.6470000000000056,-15.0,56.0,-0.021999999999999964,10.0,127.0,-0.057999999999999996,-36.0,26.0,-0.07000000000000006,62.0,1.8239999999999998,-44.0,-1.2940000000000005,18.0,0.529999999999994,35.0,1.0299999999999994,22.0,0.6470000000000002,-19.0,-0.5589999999999997,46.0,1.3529999999999998,59.0,1.7349999999999994,0
2017,Arizona,Xavier,-9,5,-5,0.14700000000000002,7,-7,0.389,56.0,1.6470000000000056,15.0,-56.0,0.021999999999999964,-10.0,-127.0,0.057999999999999996,36.0,-26.0,0.07000000000000006,-62.0,-1.8239999999999998,44.0,1.2940000000000005,-18.0,-0.529999999999994,-35.0,-1.0299999999999994,-22.0,-0.6470000000000002,19.0,0.5589999999999997,-46.0,-1.3529999999999998,-59.0,-1.7349999999999994,1
2017,Gonzaga,Xavier,-10,8,-10,0.29400000000000004,8,-8,0.44399999999999995,254.0,12.600999999999999,126.0,5.0,0.064,2.0,-72.0,0.04199999999999998,0.0,-54.0,0.050000000000000044,-103.0,-2.5090000000000003,157.0,6.444000000000003,54.0,3.9350000000000023,25.0,1.706999999999999,27.0,1.2279999999999998,56.0,1.9180000000000001,-60.0,-1.075000000000001,-95.0,-1.8000000000000007,0
2017,Xavier,Gonzaga,10,-8,10,-0.29400000000000004,-8,8,-0.44399999999999995,-254.0,-12.600999999999999,-126.0,-5.0,-0.064,-2.0,72.0,-0.04199999999999998,0.0,54.0,-0.050000000000000044,103.0,2.5090000000000003,-157.0,-6.444000000000003,-54.0,-3.9350000000000023,-25.0,-1.706999999999999,-27.0,-1.2279999999999998,-56.0,-1.9180000000000001,60.0,1.075000000000001,95.0,1.8000000000000007,1
2017,Villanova,Mount St. Mary's,-15,11,-11,0.32299999999999995,1,-1,0.05499999999999994,318.0,9.352000000000004,82.0,-36.0,0.05299999999999999,54.0,120.0,0.013000000000000012,100.0,34.0,0.119,39.0,1.1470000000000002,70.0,2.059000000000001,109.0,3.2059999999999995,107.0,3.1470000000000002,35.0,1.029,-31.0,-0.9119999999999999,-68.0,-2.0,-130.0,-3.824,0
2017,Mount St. Mary's,Villanova,15,-11,11,-0.32299999999999995,-1,1,-0.05499999999999994,-318.0,-9.352000000000004,-82.0,36.0,-0.05299999999999999,-54.0,-120.0,-0.013000000000000012,-100.0,-34.0,-0.119,-39.0,-1.1470000000000002,-70.0,-2.059000000000001,-109.0,-3.2059999999999995,-107.0,-3.1470000000000002,-35.0,-1.029,31.0,0.9119999999999999,68.0,2.0,130.0,3.824,1
2017,Wisconsin,Virginia Tech,-1,4,-2,0.07700000000000007,2,-2,0.11099999999999999,-90.0,-7.3089999999999975,27.0,208.0,-0.03799999999999998,-26.0,20.0,-0.04800000000000004,-118.0,-83.0,-0.08999999999999997,169.0,4.5569999999999995,38.0,-0.3240000000000016,207.0,4.234000000000002,-23.0,-1.5649999999999995,105.0,2.8529999999999998,31.0,0.7479999999999998,-15.0,-1.154,10.0,-0.6709999999999994,0
2017,Virginia Tech,Wisconsin,1,-4,2,-0.07700000000000007,-2,2,-0.11099999999999999,90.0,7.3089999999999975,-27.0,-208.0,0.03799999999999998,26.0,-20.0,0.04800000000000004,118.0,83.0,0.08999999999999997,-169.0,-4.5569999999999995,-38.0,0.3240000000000016,-207.0,-4.234000000000002,23.0,1.5649999999999995,-105.0,-2.8529999999999998,-31.0,-0.7479999999999998,15.0,1.154,-10.0,0.6709999999999994,1
2017,Virginia,UNC Wilmington,-7,-7,5,-0.16500000000000004,-4,4,-0.22199999999999998,-765.0,-18.582000000000008,-249.0,-453.0,-0.01799999999999996,-102.0,-321.0,0.027000000000000024,-165.0,-249.0,0.016000000000000014,-135.0,-3.4879999999999995,-45.0,0.05000000000000071,-180.0,-3.4399999999999977,-93.0,-1.8969999999999985,-49.0,-1.109,17.0,0.7380000000000004,-48.0,-0.8470000000000013,-159.0,-3.721,0
2017,UNC Wilmington,Virginia,7,7,-5,0.16500000000000004,4,-4,0.22199999999999998,765.0,18.582000000000008,249.0,453.0,0.01799999999999996,102.0,321.0,-0.027000000000000024,165.0,249.0,-0.016000000000000014,135.0,3.4879999999999995,45.0,-0.05000000000000071,180.0,3.4399999999999977,93.0,1.8969999999999985,49.0,1.109,-17.0,-0.7380000000000004,48.0,0.8470000000000013,159.0,3.721,1
2017,Florida,East Tennessee State,-9,-4,2,-0.07500000000000007,0,0,0.0,-212.0,-1.6310000000000002,-84.0,-13.0,-0.04099999999999998,-8.0,15.0,-0.020000000000000018,-36.0,-76.0,0.02200000000000002,23.0,1.3089999999999993,-69.0,-0.5749999999999993,-46.0,0.7340000000000018,-100.0,-2.199,-42.0,-0.7909999999999995,-8.0,0.0470000000000006,-126.0,-3.013,-85.0,-1.408999999999999,0
2017,East Tennessee State,Florida,9,4,-2,0.07500000000000007,0,0,0.0,212.0,1.6310000000000002,84.0,13.0,0.04099999999999998,8.0,-15.0,0.020000000000000018,36.0,76.0,-0.02200000000000002,-23.0,-1.3089999999999993,69.0,0.5749999999999993,46.0,-0.7340000000000018,100.0,2.199,42.0,0.7909999999999995,8.0,-0.0470000000000006,126.0,3.013,85.0,1.408999999999999,1
2017,USC,Southern Methodist,5,-3,2,-0.06499999999999995,-7,7,-0.3879999999999999,63.0,4.168000000000006,7.0,98.0,-0.019999999999999962,-18.0,31.0,-0.04300000000000004,67.0,50.0,0.04400000000000004,-55.0,-1.3169999999999984,-65.0,-1.1819999999999986,-120.0,-2.4979999999999976,-51.0,-1.0500000000000007,44.0,1.5069999999999997,62.0,1.9830000000000005,0.0,0.32699999999999996,34.0,1.4669999999999987,0
2017,Southern Methodist,USC,-5,3,-2,0.06499999999999995,7,-7,0.3879999999999999,-63.0,-4.168000000000006,-7.0,-98.0,0.019999999999999962,18.0,-31.0,0.04300000000000004,-67.0,-50.0,-0.04400000000000004,55.0,1.3169999999999984,65.0,1.1819999999999986,120.0,2.4979999999999976,51.0,1.0500000000000007,-44.0,-1.5069999999999997,-62.0,-1.9830000000000005,0.0,-0.32699999999999996,-34.0,-1.4669999999999987,1
